record,polled_utc,line,destination,arrival_utc,minutes_away
1445,2025-05-08T00:24:46+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:09+00:00,14
1446,2025-05-08T00:24:46+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,25
1447,2025-05-08T00:25:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:31:15+00:00,5
1448,2025-05-08T00:25:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:09+00:00,13
1449,2025-05-08T00:25:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,24
1450,2025-05-08T00:26:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:32:13+00:00,5
1451,2025-05-08T00:26:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:09+00:00,12
1452,2025-05-08T00:26:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,23
1453,2025-05-08T00:27:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:33:13+00:00,5
1454,2025-05-08T00:27:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:09+00:00,11
1455,2025-05-08T00:27:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,22
1456,2025-05-08T00:28:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:34:15+00:00,5
1457,2025-05-08T00:28:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:09+00:00,10
1458,2025-05-08T00:28:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,21
1459,2025-05-08T00:29:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:35:15+00:00,5
1460,2025-05-08T00:29:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:09+00:00,9
1461,2025-05-08T00:29:57+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,20
1462,2025-05-08T00:30:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:36:15+00:00,5
1463,2025-05-08T00:30:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:09+00:00,8
1464,2025-05-08T00:30:59+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,19
1465,2025-05-08T00:32:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:37:13+00:00,5
1466,2025-05-08T00:32:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:09+00:00,7
1467,2025-05-08T00:32:01+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,18
1468,2025-05-08T00:33:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:38:13+00:00,5
1469,2025-05-08T00:33:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:09+00:00,6
1470,2025-05-08T00:33:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,17
1471,2025-05-08T00:34:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:09+00:00,5
1472,2025-05-08T00:34:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:39:15+00:00,5
1473,2025-05-08T00:34:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,16
1474,2025-05-08T00:35:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:38:28+00:00,3
1475,2025-05-08T00:35:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:40:15+00:00,5
1476,2025-05-08T00:35:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,15
1477,2025-05-08T00:36:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:38:22+00:00,2
1478,2025-05-08T00:36:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:41:16+00:00,5
1479,2025-05-08T00:36:09+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,13
1480,2025-05-08T00:37:11+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:38:38+00:00,1
1481,2025-05-08T00:37:11+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:42:16+00:00,5
1482,2025-05-08T00:37:11+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,12
1483,2025-05-08T00:38:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:38:35+00:00,0
1484,2025-05-08T00:38:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:43:16+00:00,5
1485,2025-05-08T00:38:14+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,11
1486,2025-05-08T00:39:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:43:16+00:00,3
1487,2025-05-08T00:39:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,10
1488,2025-05-08T00:39:16+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,20
1489,2025-05-08T00:40:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:43:16+00:00,2
1490,2025-05-08T00:40:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,9
1491,2025-05-08T00:40:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,19
1492,2025-05-08T00:41:20+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:43:16+00:00,1
1493,2025-05-08T00:41:20+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,8
1494,2025-05-08T00:41:20+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,18
1495,2025-05-08T00:42:22+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:43:16+00:00,0
1496,2025-05-08T00:42:22+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,7
1497,2025-05-08T00:42:22+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,17
1498,2025-05-08T00:43:24+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,6
1499,2025-05-08T00:43:24+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,16
1500,2025-05-08T00:43:24+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,26
1501,2025-05-08T00:44:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:09+00:00,5
1502,2025-05-08T00:44:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,15
1503,2025-05-08T00:44:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,25
1504,2025-05-08T00:45:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:27+00:00,4
1505,2025-05-08T00:45:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,14
1506,2025-05-08T00:45:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,24
1507,2025-05-08T00:46:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:51:27+00:00,4
1508,2025-05-08T00:46:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,13
1509,2025-05-08T00:46:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,23
1510,2025-05-08T00:47:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:51:12+00:00,3
1511,2025-05-08T00:47:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,12
1512,2025-05-08T00:47:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,22
1513,2025-05-08T00:48:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:50:57+00:00,2
1514,2025-05-08T00:48:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,11
1515,2025-05-08T00:48:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,21
1516,2025-05-08T00:49:37+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T00:51:00+00:00,1
1517,2025-05-08T00:49:37+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,10
1518,2025-05-08T00:49:37+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,20
1519,2025-05-08T00:50:39+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,9
1520,2025-05-08T00:50:39+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,19
1521,2025-05-08T00:50:39+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,29
1522,2025-05-08T00:51:41+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,8
1523,2025-05-08T00:51:41+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,18
1524,2025-05-08T00:51:41+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,28
1525,2025-05-08T00:52:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,7
1526,2025-05-08T00:52:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,17
1527,2025-05-08T00:52:43+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,27
1528,2025-05-08T00:53:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,6
1529,2025-05-08T00:53:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,16
1530,2025-05-08T00:53:45+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,26
1531,2025-05-08T00:54:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:09+00:00,5
1532,2025-05-08T00:54:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,15
1533,2025-05-08T00:54:47+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,25
1534,2025-05-08T00:55:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:59+00:00,5
1535,2025-05-08T00:55:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,14
1536,2025-05-08T00:55:49+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,24
1537,2025-05-08T00:56:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:31+00:00,3
1538,2025-05-08T00:56:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,13
1539,2025-05-08T00:56:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,23
1540,2025-05-08T00:57:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:22+00:00,2
1541,2025-05-08T00:57:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,12
1542,2025-05-08T00:57:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,22
1543,2025-05-08T00:58:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:40+00:00,1
1544,2025-05-08T00:58:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,11
1545,2025-05-08T00:58:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,21
1546,2025-05-08T00:59:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:00:06+00:00,0
1547,2025-05-08T00:59:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,10
1548,2025-05-08T00:59:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,20
1549,2025-05-08T01:01:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,9
1550,2025-05-08T01:01:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,19
1551,2025-05-08T01:01:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,31
1552,2025-05-08T01:02:02+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,8
1553,2025-05-08T01:02:02+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,18
1554,2025-05-08T01:02:02+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,30
1555,2025-05-08T01:03:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,7
1556,2025-05-08T01:03:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,17
1557,2025-05-08T01:03:04+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,29
1558,2025-05-08T01:04:06+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,6
1559,2025-05-08T01:04:06+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,16
1560,2025-05-08T01:04:06+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,28
1561,2025-05-08T01:05:08+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,5
1562,2025-05-08T01:05:08+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,15
1563,2025-05-08T01:05:08+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,27
1564,2025-05-08T01:06:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:09+00:00,3
1565,2025-05-08T01:06:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,13
1566,2025-05-08T01:06:12+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,25
1567,2025-05-08T01:07:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:11:02+00:00,3
1568,2025-05-08T01:07:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,12
1569,2025-05-08T01:07:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,24
1570,2025-05-08T01:08:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:58+00:00,2
1571,2025-05-08T01:08:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,11
1572,2025-05-08T01:08:18+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,23
1573,2025-05-08T01:09:20+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:51+00:00,1
1574,2025-05-08T01:09:20+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,10
1575,2025-05-08T01:09:20+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,22
1576,2025-05-08T01:10:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:10:51+00:00,0
1577,2025-05-08T01:10:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,9
1578,2025-05-08T01:10:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,21
1579,2025-05-08T01:11:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,8
1580,2025-05-08T01:11:25+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,20
1581,2025-05-08T01:11:25+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,29
1582,2025-05-08T01:12:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,7
1583,2025-05-08T01:12:27+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,19
1584,2025-05-08T01:12:27+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,28
1585,2025-05-08T01:13:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,6
1586,2025-05-08T01:13:29+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,18
1587,2025-05-08T01:13:29+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,27
1588,2025-05-08T01:14:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:09+00:00,5
1589,2025-05-08T01:14:31+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,17
1590,2025-05-08T01:14:31+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,26
1591,2025-05-08T01:15:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:59+00:00,5
1592,2025-05-08T01:15:33+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,16
1593,2025-05-08T01:15:33+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,25
1594,2025-05-08T01:16:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:20:59+00:00,4
1595,2025-05-08T01:16:35+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,15
1596,2025-05-08T01:16:35+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,24
1597,2025-05-08T01:17:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:22:57+00:00,5
1598,2025-05-08T01:17:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,14
1599,2025-05-08T01:17:38+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,23
1600,2025-05-08T01:18:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:23:10+00:00,4
1601,2025-05-08T01:18:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,13
1602,2025-05-08T01:18:40+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,22
1603,2025-05-08T01:19:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:22:05+00:00,2
1604,2025-05-08T01:19:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,12
1605,2025-05-08T01:19:42+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,21
1606,2025-05-08T01:20:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:22:42+00:00,1
1607,2025-05-08T01:20:44+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,11
1608,2025-05-08T01:20:44+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,20
1609,2025-05-08T01:21:46+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:22:51+00:00,1
1610,2025-05-08T01:21:46+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,10
1611,2025-05-08T01:21:46+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,19
1612,2025-05-08T01:22:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,9
1613,2025-05-08T01:22:48+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,18
1614,2025-05-08T01:22:48+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,24
1615,2025-05-08T01:23:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,8
1616,2025-05-08T01:23:50+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,17
1617,2025-05-08T01:23:50+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,23
1618,2025-05-08T01:24:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,7
1619,2025-05-08T01:24:52+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,16
1620,2025-05-08T01:24:52+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,22
1621,2025-05-08T01:25:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,6
1622,2025-05-08T01:25:54+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,15
1623,2025-05-08T01:25:54+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,21
1624,2025-05-08T01:26:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:09+00:00,5
1625,2025-05-08T01:26:56+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,14
1626,2025-05-08T01:26:56+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,20
1627,2025-05-08T01:27:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:41+00:00,4
1628,2025-05-08T01:27:58+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,13
1629,2025-05-08T01:27:58+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,19
1630,2025-05-08T01:29:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:33:41+00:00,4
1631,2025-05-08T01:29:00+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,11
1632,2025-05-08T01:29:00+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,18
1633,2025-05-08T01:30:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:58+00:00,2
1634,2025-05-08T01:30:03+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,10
1635,2025-05-08T01:30:03+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,17
1636,2025-05-08T01:31:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:21+00:00,1
1637,2025-05-08T01:31:05+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,9
1638,2025-05-08T01:31:05+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,16
1639,2025-05-08T01:32:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:32:15+00:00,0
1640,2025-05-08T01:32:07+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:40:59+00:00,8
1641,2025-05-08T01:32:07+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,15
1642,2025-05-08T01:33:13+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:36:28+00:00,3
1643,2025-05-08T01:33:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,13
1644,2025-05-08T01:33:13+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,23
1645,2025-05-08T01:34:15+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:36:30+00:00,2
1646,2025-05-08T01:34:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,12
1647,2025-05-08T01:34:15+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,22
1648,2025-05-08T01:35:17+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:37:07+00:00,1
1649,2025-05-08T01:35:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,11
1650,2025-05-08T01:35:17+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,21
1651,2025-05-08T01:36:19+00:00,TARAVAL,The Embarcadero & Folsom St,2025-05-08T01:36:29+00:00,0
1652,2025-05-08T01:36:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,10
1653,2025-05-08T01:36:19+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,20
1654,2025-05-08T01:37:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,9
1655,2025-05-08T01:37:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,19
1656,2025-05-08T01:37:21+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T02:04:36+00:00,27
1657,2025-05-08T01:38:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,8
1658,2025-05-08T01:38:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,18
1659,2025-05-08T01:38:23+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T02:04:36+00:00,26
1660,2025-05-08T01:39:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,7
1661,2025-05-08T01:39:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,17
1662,2025-05-08T01:39:26+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T02:04:36+00:00,25
1663,2025-05-08T01:40:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,6
1664,2025-05-08T01:40:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,16
1665,2025-05-08T01:40:28+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T02:04:36+00:00,24
1666,2025-05-08T01:41:30+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:09+00:00,5
1667,2025-05-08T01:41:30+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,15
1668,2025-05-08T01:41:30+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T02:04:36+00:00,23
1669,2025-05-08T01:42:32+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:44+00:00,5
1670,2025-05-08T01:42:32+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,14
1671,2025-05-08T01:42:32+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T02:04:36+00:00,22
1672,2025-05-08T01:43:34+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:29+00:00,3
1673,2025-05-08T01:43:34+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,13
1674,2025-05-08T01:43:34+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T02:04:36+00:00,21
1675,2025-05-08T01:44:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:36+00:00,2
1676,2025-05-08T01:44:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,12
1677,2025-05-08T01:44:36+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T02:04:36+00:00,19
1678,2025-05-08T01:45:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:47:37+00:00,1
1679,2025-05-08T01:45:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,11
1680,2025-05-08T01:45:38+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T02:04:36+00:00,18
1681,2025-05-08T01:46:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:48:26+00:00,1
1682,2025-05-08T01:46:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:57:09+00:00,10
1683,2025-05-08T01:46:40+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T02:04:36+00:00,17
1684,2025-05-08T01:47:42+00:00,TARAVAL,Metro Embarcadero Station,2025-05-08T01:48:11+00:00,0
